hazard_id,site_id,building_id,asset_id,hazard_type,hazard_category,description,location_description,risk_level,status,identified_date,identified_by_assessment_id,identified_by_inspection_id,control_measures
20127,873,3990.0,,BIOLOGICAL,MACHINERY,Worn blade on grounds equipment stored in Metal Workshop,Metal Workshop,CRITICAL,MONITORING,2023-04-27,,5507.0,Controls applied as per action plan
20128,873,,,ENVIRONMENTAL,PLAYGROUND,Gap in playground fencing allowing access to road,School grounds,HIGH,ELIMINATED,2023-09-16,,5508.0,Controls applied as per action plan
20129,873,3987.0,,ENVIRONMENTAL,ASBESTOS,Suspected ACM in ceiling tiles of Main Office (pre-1990 construction),Main Office,HIGH,ELIMINATED,2023-09-16,,5508.0,Controls applied as per action plan
20130,873,,,ELECTRICAL,TRAFFIC,No speed limit signage in school grounds,School grounds,HIGH,ELIMINATED,2023-09-16,,5508.0,Controls applied as per action plan
20131,873,,9966.0,ELECTRICAL,TREES,Unstable tree identified near the northern boundary boundary,School grounds,LOW,OPEN,2024-11-12,,5509.0,
20132,873,,,ENVIRONMENTAL,SLIP_TRIP_FALL,Worn carpet edge in the northern boundary creating trip point,School grounds,MEDIUM,OPEN,2024-11-12,,5509.0,
20133,873,3990.0,,PHYSICAL,ELECTRICAL,Worn cable on portable equipment in Metal Workshop,Metal Workshop,MEDIUM,CONTROLLED,2024-02-13,,5510.0,Controls applied as per action plan
20134,873,,,STRUCTURAL,MACHINERY,Missing guard on equipment in adjacent to the playground,School grounds,MEDIUM,CONTROLLED,2025-10-05,,5511.0,Controls applied as per action plan
20135,874,,9973.0,PHYSICAL,SLIP_TRIP_FALL,Algae growth on pathway near the main entrance making surface slippery in wet conditions,School grounds,CRITICAL,ELIMINATED,2020-09-09,5678.0,,Controls applied as per action plan
20136,874,,9972.0,PHYSICAL,PLAYGROUND,Gap in playground fencing allowing access to road,School grounds,CRITICAL,OPEN,2020-09-09,5678.0,,
20137,874,,,ENVIRONMENTAL,HEIGHTS,No edge protection on adjacent to the playground roof access,School grounds,MEDIUM,CONTROLLED,2020-09-09,5678.0,,Controls applied as per action plan
20138,874,,9969.0,ENVIRONMENTAL,ASBESTOS,Suspected ACM in ceiling tiles of near the car park (pre-1990 construction),School grounds,LOW,ELIMINATED,2020-09-09,5678.0,,Controls applied as per action plan
20139,874,,,ERGONOMIC,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,School grounds,MEDIUM,ELIMINATED,2021-03-13,5679.0,,Controls applied as per action plan
20140,874,3992.0,,PHYSICAL,SLIP_TRIP_FALL,Worn carpet edge in Staff Block creating trip point,Staff Block,LOW,OPEN,2021-03-13,5679.0,,
20141,874,3992.0,,ENVIRONMENTAL,HEIGHTS,Inadequate ladder storage and inspection regime,Staff Block,LOW,ELIMINATED,2021-03-13,5679.0,,Controls applied as per action plan
20142,874,3993.0,,STRUCTURAL,ELECTRICAL,Damaged power point cover in Sports Amenities,Sports Amenities,HIGH,ELIMINATED,2022-03-15,5681.0,,Controls applied as per action plan
20143,874,,,PHYSICAL,SLIP_TRIP_FALL,Uneven paving stones near adjacent to the playground creating trip hazard,School grounds,LOW,MONITORING,2024-09-11,5686.0,,Controls applied as per action plan
20144,874,,,ENVIRONMENTAL,FALLING_OBJECTS,Deteriorating fascia boards above the northern boundary walkway,School grounds,LOW,OPEN,2024-09-11,5686.0,,
20145,874,,,BIOLOGICAL,MACHINERY,Missing guard on equipment in near the car park,School grounds,LOW,CONTROLLED,2025-03-17,5687.0,,Controls applied as per action plan
20146,874,,,PHYSICAL,WEATHER,Ice formation on north-facing pathways in winter,School grounds,MEDIUM,MONITORING,2020-09-14,,5512.0,Controls applied as per action plan
20147,874,3993.0,,ENVIRONMENTAL,PLAYGROUND,Rusted bolt on swing frame,Sports Amenities,LOW,CONTROLLED,2020-11-27,,5513.0,Controls applied as per action plan
20148,874,,9975.0,ENVIRONMENTAL,WEATHER,Ice formation on north-facing pathways in winter,School grounds,MEDIUM,OPEN,2021-03-01,,5514.0,
20149,874,,9969.0,STRUCTURAL,FALLING_OBJECTS,Unsecured items stored at height in adjacent to the playground,School grounds,LOW,CONTROLLED,2022-02-14,,5515.0,Controls applied as per action plan
20150,874,3993.0,,BIOLOGICAL,SLIP_TRIP_FALL,Worn carpet edge in Sports Amenities creating trip point,Sports Amenities,MEDIUM,ELIMINATED,2022-02-14,,5515.0,Controls applied as per action plan
20151,874,,,STRUCTURAL,SLIP_TRIP_FALL,Worn carpet edge in near the car park creating trip point,School grounds,MEDIUM,ELIMINATED,2022-02-14,,5515.0,Controls applied as per action plan
20152,874,3991.0,,CHEMICAL,SLIP_TRIP_FALL,Algae growth on pathway near Block A making surface slippery in wet conditions,Block A,HIGH,ELIMINATED,2023-06-26,,5516.0,Controls applied as per action plan
20153,874,3993.0,,PHYSICAL,ELECTRICAL,Overhead power lines within reach of tree growth,Sports Amenities,HIGH,MONITORING,2023-06-26,,5516.0,Controls applied as per action plan
20154,874,3992.0,,STRUCTURAL,WEATHER,Ponding water near Staff Block after rainfall,Staff Block,HIGH,MONITORING,2023-06-26,,5516.0,Controls applied as per action plan
20155,874,,,ENVIRONMENTAL,MACHINERY,Inadequate lockout procedure for machinery in near the car park,School grounds,MEDIUM,MONITORING,2024-08-26,,5517.0,Controls applied as per action plan
20156,874,,,CHEMICAL,SLIP_TRIP_FALL,Worn carpet edge in the northern boundary creating trip point,School grounds,MEDIUM,CONTROLLED,2024-08-26,,5517.0,Controls applied as per action plan
20157,874,,,STRUCTURAL,WEATHER,Wind exposure to portable buildings near the main entrance,School grounds,HIGH,CONTROLLED,2024-03-01,,5518.0,Controls applied as per action plan
20158,874,,9967.0,PHYSICAL,ELECTRICAL,Worn cable on portable equipment in the main entrance,School grounds,MEDIUM,CONTROLLED,2025-02-24,,5519.0,Controls applied as per action plan
20159,874,,,CHEMICAL,TREES,Large tree root lifting pathway surface,School grounds,CRITICAL,OPEN,2025-02-24,,5519.0,
20160,874,3993.0,,ERGONOMIC,SLIP_TRIP_FALL,Algae growth on pathway near Sports Amenities making surface slippery in wet conditions,Sports Amenities,CRITICAL,OPEN,2025-02-24,,5519.0,
20161,876,,,PHYSICAL,SLIP_TRIP_FALL,Worn carpet edge in the northern boundary creating trip point,School grounds,MEDIUM,CONTROLLED,2020-03-24,5688.0,,Controls applied as per action plan
20162,876,3997.0,,STRUCTURAL,WEATHER,Wind exposure to portable buildings near Sports Amenities,Sports Amenities,HIGH,OPEN,2020-03-24,5688.0,,
20163,876,,9981.0,ENVIRONMENTAL,WATER,Stormwater drain cover missing near playground,School grounds,HIGH,ELIMINATED,2020-03-24,5688.0,,Controls applied as per action plan
20164,876,,9982.0,ENVIRONMENTAL,ASBESTOS,Asbestos register requires update for recent renovations,School grounds,LOW,CONTROLLED,2020-03-24,5688.0,,Controls applied as per action plan
20165,876,,,ERGONOMIC,TREES,Dead branch overhanging walkway near the northern boundary,School grounds,MEDIUM,MONITORING,2020-09-08,5689.0,,Controls applied as per action plan
20166,876,,9981.0,STRUCTURAL,ASBESTOS,Asbestos register requires update for recent renovations,School grounds,MEDIUM,ELIMINATED,2020-09-08,5689.0,,Controls applied as per action plan
20167,876,3998.0,,ENVIRONMENTAL,SLIP_TRIP_FALL,Algae growth on pathway near Equipment Store making surface slippery in wet conditions,Equipment Store,MEDIUM,MONITORING,2020-09-08,5689.0,,Controls applied as per action plan
20168,876,,,ENVIRONMENTAL,PLAYGROUND,Worn impact-absorbing surface below climbing frame,School grounds,LOW,ELIMINATED,2021-03-20,5690.0,,Controls applied as per action plan
20169,876,,,ELECTRICAL,FALLING_OBJECTS,Loose guttering on the sports field perimeter at risk of falling in high winds,School grounds,MEDIUM,MONITORING,2021-03-20,5690.0,,Controls applied as per action plan
20170,876,3997.0,,PHYSICAL,HEIGHTS,Unprotected mezzanine edge in Sports Amenities,Sports Amenities,CRITICAL,MONITORING,2021-03-20,5690.0,,Controls applied as per action plan
20171,876,3997.0,,ENVIRONMENTAL,SLIP_TRIP_FALL,Worn carpet edge in Sports Amenities creating trip point,Sports Amenities,HIGH,CONTROLLED,2021-03-20,5690.0,,Controls applied as per action plan
20172,876,,,PHYSICAL,ELECTRICAL,Worn cable on portable equipment in the main entrance,School grounds,LOW,CONTROLLED,2021-09-07,5691.0,,Controls applied as per action plan
20173,876,3995.0,,ERGONOMIC,FALLING_OBJECTS,Loose guttering on Senior Block at risk of falling in high winds,Senior Block,MEDIUM,MONITORING,2021-09-07,5691.0,,Controls applied as per action plan
20174,876,,,CHEMICAL,TREES,Large tree root lifting pathway surface,School grounds,CRITICAL,ELIMINATED,2022-03-17,5692.0,,Controls applied as per action plan
20175,876,,,BIOLOGICAL,HEIGHTS,No edge protection on adjacent to the playground roof access,School grounds,HIGH,MONITORING,2022-03-17,5692.0,,Controls applied as per action plan
20176,876,,9985.0,PHYSICAL,FALLING_OBJECTS,Deteriorating fascia boards above the main entrance walkway,School grounds,LOW,ELIMINATED,2022-03-17,5692.0,,Controls applied as per action plan
20177,876,,,ENVIRONMENTAL,WATER,Flooding risk to the northern boundary from blocked drain,School grounds,MEDIUM,CONTROLLED,2022-09-07,5693.0,,Controls applied as per action plan
20178,876,3995.0,,ENVIRONMENTAL,SLIP_TRIP_FALL,Algae growth on pathway near Senior Block making surface slippery in wet conditions,Senior Block,HIGH,MONITORING,2022-09-07,5693.0,,Controls applied as per action plan
20179,876,,9978.0,ELECTRICAL,FALLING_OBJECTS,Deteriorating fascia boards above near the car park walkway,School grounds,MEDIUM,ELIMINATED,2022-09-07,5693.0,,Controls applied as per action plan
20180,876,3995.0,,ERGONOMIC,FALLING_OBJECTS,Loose guttering on Senior Block at risk of falling in high winds,Senior Block,MEDIUM,ELIMINATED,2022-09-07,5693.0,,Controls applied as per action plan
20181,876,,,PHYSICAL,ASBESTOS,Suspected ACM in ceiling tiles of adjacent to the playground (pre-1990 construction),School grounds,HIGH,ELIMINATED,2023-03-18,5694.0,,Controls applied as per action plan
20182,876,3998.0,,STRUCTURAL,ELECTRICAL,Worn cable on portable equipment in Equipment Store,Equipment Store,LOW,ELIMINATED,2023-03-18,5694.0,,Controls applied as per action plan
20183,876,,9983.0,ELECTRICAL,FALLING_OBJECTS,Loose guttering on near the car park at risk of falling in high winds,School grounds,HIGH,MONITORING,2023-03-18,5694.0,,Controls applied as per action plan
20184,876,,,STRUCTURAL,ELECTRICAL,Worn cable on portable equipment in the main entrance,School grounds,MEDIUM,OPEN,2023-09-11,5695.0,,
20185,876,,,BIOLOGICAL,TREES,Unstable tree identified near adjacent to the playground boundary,School grounds,MEDIUM,MONITORING,2023-09-11,5695.0,,Controls applied as per action plan
20186,876,3995.0,,ELECTRICAL,WATER,Flooding risk to Senior Block from blocked drain,Senior Block,LOW,CONTROLLED,2024-03-12,5696.0,,Controls applied as per action plan
20187,876,3996.0,,STRUCTURAL,SLIP_TRIP_FALL,Algae growth on pathway near Main Office making surface slippery in wet conditions,Main Office,LOW,MONITORING,2024-03-12,5696.0,,Controls applied as per action plan
20188,876,3995.0,,ENVIRONMENTAL,MACHINERY,Missing guard on equipment in Senior Block,Senior Block,LOW,ELIMINATED,2024-03-12,5696.0,,Controls applied as per action plan
20189,876,3995.0,,PHYSICAL,FALLING_OBJECTS,Loose guttering on Senior Block at risk of falling in high winds,Senior Block,MEDIUM,ELIMINATED,2024-03-12,5696.0,,Controls applied as per action plan
20190,876,,,CHEMICAL,PLAYGROUND,Rusted bolt on swing frame,School grounds,MEDIUM,OPEN,2024-09-04,5697.0,,
20191,876,,,CHEMICAL,SLIP_TRIP_FALL,Worn carpet edge in the main entrance creating trip point,School grounds,HIGH,OPEN,2024-09-04,5697.0,,
20192,876,,9977.0,ENVIRONMENTAL,TRAFFIC,Poor visibility at car park exit due to vegetation,School grounds,LOW,ELIMINATED,2024-09-04,5697.0,,Controls applied as per action plan
20193,876,3998.0,,ELECTRICAL,TREES,Unstable tree identified near Equipment Store boundary,Equipment Store,MEDIUM,MONITORING,2024-09-04,5697.0,,Controls applied as per action plan
20194,876,3996.0,,PHYSICAL,SLIP_TRIP_FALL,Uneven paving stones near Main Office creating trip hazard,Main Office,LOW,OPEN,2025-03-18,5698.0,,
20195,876,,,ENVIRONMENTAL,FALLING_OBJECTS,Deteriorating fascia boards above the sports field perimeter walkway,School grounds,MEDIUM,OPEN,2025-03-18,5698.0,,
20196,876,3998.0,,PHYSICAL,TREES,Unstable tree identified near Equipment Store boundary,Equipment Store,MEDIUM,MONITORING,2025-03-18,5698.0,,Controls applied as per action plan
20197,876,,,ERGONOMIC,SLIP_TRIP_FALL,Algae growth on pathway near adjacent to the playground making surface slippery in wet conditions,School grounds,HIGH,OPEN,2020-08-04,,5520.0,
20198,876,,,ENVIRONMENTAL,TRAFFIC,No speed limit signage in school grounds,School grounds,MEDIUM,CONTROLLED,2022-08-15,,5522.0,Controls applied as per action plan
20199,876,,,ELECTRICAL,ELECTRICAL,Damaged power point cover in the main entrance,School grounds,MEDIUM,CONTROLLED,2022-08-15,,5522.0,Controls applied as per action plan
20200,876,,9981.0,ENVIRONMENTAL,ELECTRICAL,Overhead power lines within reach of tree growth,School grounds,MEDIUM,CONTROLLED,2022-07-25,,5523.0,Controls applied as per action plan
20201,876,,9982.0,ENVIRONMENTAL,SLIP_TRIP_FALL,Worn carpet edge in the main entrance creating trip point,School grounds,CRITICAL,ELIMINATED,2022-07-25,,5523.0,Controls applied as per action plan
20202,876,,9985.0,PHYSICAL,SLIP_TRIP_FALL,Worn carpet edge in adjacent to the playground creating trip point,School grounds,MEDIUM,MONITORING,2023-07-05,,5524.0,Controls applied as per action plan
20203,876,,,PHYSICAL,HEIGHTS,Unprotected mezzanine edge in the sports field perimeter,School grounds,LOW,MONITORING,2024-11-24,,5526.0,Controls applied as per action plan
20204,876,,,ENVIRONMENTAL,TREES,Dead branch overhanging walkway near near the car park,School grounds,LOW,MONITORING,2025-11-10,,5527.0,Controls applied as per action plan
20205,876,3997.0,,STRUCTURAL,ELECTRICAL,Worn cable on portable equipment in Sports Amenities,Sports Amenities,CRITICAL,CONTROLLED,2025-11-10,,5527.0,Controls applied as per action plan
20206,877,3999.0,,ENVIRONMENTAL,TREES,Large tree root lifting pathway surface,Block E,HIGH,ELIMINATED,2020-03-12,5699.0,,Controls applied as per action plan
20207,877,,,ERGONOMIC,SLIP_TRIP_FALL,Worn carpet edge in the northern boundary creating trip point,School grounds,MEDIUM,ELIMINATED,2020-03-12,5699.0,,Controls applied as per action plan
20208,877,,,ERGONOMIC,HEIGHTS,Unprotected mezzanine edge in the main entrance,School grounds,MEDIUM,CONTROLLED,2020-03-12,5699.0,,Controls applied as per action plan
20209,877,,,ENVIRONMENTAL,HEIGHTS,Unprotected mezzanine edge in the sports field perimeter,School grounds,LOW,CONTROLLED,2020-03-12,5699.0,,Controls applied as per action plan
20210,877,,,ENVIRONMENTAL,TRAFFIC,Inadequate separation between pedestrians and vehicles in drop-off zone,School grounds,MEDIUM,CONTROLLED,2021-03-21,5701.0,,Controls applied as per action plan
20211,877,3999.0,,ENVIRONMENTAL,TRAFFIC,Poor visibility at car park exit due to vegetation,Block E,MEDIUM,OPEN,2021-03-21,5701.0,,
20212,877,4000.0,,BIOLOGICAL,MACHINERY,Inadequate lockout procedure for machinery in Staff Block,Staff Block,MEDIUM,ELIMINATED,2021-09-05,5702.0,,Controls applied as per action plan
20213,877,4000.0,,ENVIRONMENTAL,PLAYGROUND,Gap in playground fencing allowing access to road,Staff Block,LOW,CONTROLLED,2021-09-05,5702.0,,Controls applied as per action plan
20214,877,,,PHYSICAL,WATER,Stormwater drain cover missing near playground,School grounds,LOW,OPEN,2021-09-05,5702.0,,
20215,877,4000.0,,PHYSICAL,SLIP_TRIP_FALL,Algae growth on pathway near Staff Block making surface slippery in wet conditions,Staff Block,MEDIUM,CONTROLLED,2022-03-14,5703.0,,Controls applied as per action plan
20216,877,,,STRUCTURAL,FALLING_OBJECTS,Loose guttering on the main entrance at risk of falling in high winds,School grounds,MEDIUM,MONITORING,2022-09-21,5704.0,,Controls applied as per action plan
20217,877,3999.0,,ERGONOMIC,WEATHER,Ice formation on north-facing pathways in winter,Block E,HIGH,OPEN,2023-03-02,5705.0,,
20218,877,,,STRUCTURAL,ELECTRICAL,Overhead power lines within reach of tree growth,School grounds,MEDIUM,MONITORING,2023-09-25,5706.0,,Controls applied as per action plan
20219,877,,,PHYSICAL,FALLING_OBJECTS,Unsecured items stored at height in the northern boundary,School grounds,MEDIUM,ELIMINATED,2024-03-22,5707.0,,Controls applied as per action plan
20220,877,4001.0,,ELECTRICAL,ELECTRICAL,Overhead power lines within reach of tree growth,Senior Toilets,MEDIUM,OPEN,2024-03-22,5707.0,,
20221,877,4000.0,,ENVIRONMENTAL,WATER,Stormwater drain cover missing near playground,Staff Block,HIGH,CONTROLLED,2024-03-22,5707.0,,Controls applied as per action plan
20222,877,,9989.0,ERGONOMIC,SLIP_TRIP_FALL,Uneven paving stones near near the car park creating trip hazard,School grounds,LOW,MONITORING,2024-03-22,5707.0,,Controls applied as per action plan
20223,877,,9989.0,ELECTRICAL,MACHINERY,Worn blade on grounds equipment stored in the main entrance,School grounds,HIGH,OPEN,2024-09-14,5708.0,,
20224,877,,,PHYSICAL,FALLING_OBJECTS,Deteriorating fascia boards above near the car park walkway,School grounds,MEDIUM,OPEN,2025-03-23,5709.0,,
20225,877,,,ELECTRICAL,HEIGHTS,Unprotected mezzanine edge in the main entrance,School grounds,HIGH,CONTROLLED,2025-03-23,5709.0,,Controls applied as per action plan
20226,877,4001.0,,ENVIRONMENTAL,HEIGHTS,Unprotected mezzanine edge in Senior Toilets,Senior Toilets,MEDIUM,CONTROLLED,2025-03-23,5709.0,,Controls applied as per action plan
20227,877,,9994.0,STRUCTURAL,FALLING_OBJECTS,Loose guttering on near the car park at risk of falling in high winds,School grounds,HIGH,ELIMINATED,2020-04-22,,5529.0,Controls applied as per action plan
20228,877,,,BIOLOGICAL,TRAFFIC,Poor visibility at car park exit due to vegetation,School grounds,CRITICAL,CONTROLLED,2020-04-22,,5529.0,Controls applied as per action plan
20229,877,,9994.0,PHYSICAL,WEATHER,Wind exposure to portable buildings near the sports field perimeter,School grounds,LOW,ELIMINATED,2020-07-25,,5530.0,Controls applied as per action plan
20230,877,3999.0,,ERGONOMIC,TREES,Dead branch overhanging walkway near Block E,Block E,MEDIUM,CONTROLLED,2020-07-25,,5530.0,Controls applied as per action plan
