action_id,site_id,hazard_id,assessment_id,inspection_id,assigned_to_person_id,action_description,priority,due_date,completed_date,status,created_date,notes
9488,462,14659.0,,3991.0,1322,Install guard rail or barrier,HIGH,2025-05-31,2025-05-30,COMPLETED,2025-04-26,
9489,462,14659.0,,3991.0,1322,Install additional safety signage,HIGH,2025-05-20,2025-05-14,COMPLETED,2025-04-26,
9490,463,14664.0,4127.0,,1324,Schedule professional inspection,LOW,2020-12-06,,OVERDUE,2020-09-01,
9491,463,14664.0,4127.0,,1324,Remove or trim vegetation creating hazard,CRITICAL,2020-09-13,2020-09-09,COMPLETED,2020-09-01,
9492,463,14664.0,4127.0,,1326,Repair or replace damaged infrastructure,LOW,2020-12-02,2020-10-20,COMPLETED,2020-09-01,
9493,463,14664.0,4127.0,,1327,Replace worn equipment,MEDIUM,2020-11-05,2020-10-10,COMPLETED,2020-09-01,
9494,463,14668.0,4128.0,,1325,Apply anti-slip treatment to surface,MEDIUM,2021-05-21,2021-04-26,COMPLETED,2021-03-19,
9495,463,14670.0,4129.0,,1327,Apply anti-slip treatment to surface,MEDIUM,2021-12-01,2021-11-12,COMPLETED,2021-09-27,
9496,463,14673.0,4130.0,,1325,Remove or trim vegetation creating hazard,MEDIUM,2022-05-14,2022-04-26,COMPLETED,2022-03-16,
9497,463,14674.0,4132.0,,1324,Conduct staff training on updated procedure,LOW,2023-06-22,2023-05-17,COMPLETED,2023-03-26,
9498,463,14674.0,4132.0,,1327,Conduct staff training on updated procedure,LOW,2023-06-25,,OVERDUE,2023-03-26,
9499,463,14676.0,4133.0,,1327,Conduct staff training on updated procedure,HIGH,2023-10-09,2023-10-07,COMPLETED,2023-09-08,
9500,463,14679.0,4134.0,,1325,Install additional safety signage,HIGH,2024-04-10,,OVERDUE,2024-03-16,
9501,463,14679.0,4134.0,,1327,Engage contractor for specialist repair,LOW,2024-06-18,2024-05-08,COMPLETED,2024-03-16,
9502,463,14682.0,4135.0,,1327,Schedule professional inspection,HIGH,2024-10-17,,IN_PROGRESS,2024-09-15,
9503,463,14686.0,4136.0,,1326,Repair or replace damaged infrastructure,MEDIUM,2025-05-10,2025-04-20,COMPLETED,2025-03-13,
9504,463,14686.0,4136.0,,1326,Review and update risk register,CRITICAL,2025-03-27,2025-03-24,COMPLETED,2025-03-13,
9505,463,14692.0,,3994.0,1325,Conduct staff training on updated procedure,LOW,2021-08-05,2021-07-12,COMPLETED,2021-05-06,
9506,463,14692.0,,3994.0,1324,Review and update risk register,LOW,2021-08-08,2021-07-19,COMPLETED,2021-05-06,
9507,463,14693.0,,3996.0,1324,Repair or replace damaged infrastructure,LOW,2022-07-05,2022-06-12,COMPLETED,2022-04-07,
9508,463,14694.0,,3997.0,1327,Review and update risk register,HIGH,2022-10-12,,IN_PROGRESS,2022-09-09,
9509,463,14697.0,,3998.0,1327,Install additional safety signage,HIGH,2023-05-01,2023-04-20,COMPLETED,2023-04-02,
9510,463,14697.0,,3998.0,1324,Improve lighting in affected area,HIGH,2023-05-01,,IN_PROGRESS,2023-04-02,
9511,463,14697.0,,3998.0,1327,Review and update risk register,LOW,2023-06-28,,IN_PROGRESS,2023-04-02,
9512,463,14700.0,,4000.0,1325,Apply anti-slip treatment to surface,HIGH,2023-03-29,2023-03-16,COMPLETED,2023-03-06,
9513,465,14702.0,4137.0,,1330,Repair or replace damaged infrastructure,HIGH,2020-04-05,2020-04-01,COMPLETED,2020-03-06,
9514,465,14702.0,4137.0,,1328,Replace worn equipment,MEDIUM,2020-05-05,2020-04-28,COMPLETED,2020-03-06,
9515,465,14703.0,4138.0,,1330,Improve lighting in affected area,LOW,2020-12-20,,OVERDUE,2020-09-21,
9516,465,14705.0,4139.0,,1328,Remove or trim vegetation creating hazard,LOW,2021-06-16,2021-05-19,COMPLETED,2021-03-17,
9517,465,14705.0,4139.0,,1329,Improve lighting in affected area,HIGH,2021-04-20,2021-04-09,COMPLETED,2021-03-17,
9518,465,14705.0,4139.0,,1328,Update emergency procedures documentation,MEDIUM,2021-05-17,2021-05-16,COMPLETED,2021-03-17,
9519,465,14706.0,4140.0,,1329,Repair or replace damaged infrastructure,MEDIUM,2021-11-01,2021-10-30,COMPLETED,2021-09-09,
9520,465,14715.0,4144.0,,1328,Schedule professional inspection,MEDIUM,2023-11-18,2023-10-24,COMPLETED,2023-09-16,
9521,465,14715.0,4145.0,,1329,Review and update risk register,HIGH,2024-04-10,2024-04-08,COMPLETED,2024-03-13,
9522,465,14720.0,4147.0,,1328,Install guard rail or barrier,HIGH,2025-04-10,2025-04-05,COMPLETED,2025-03-11,
9523,465,14720.0,4147.0,,1328,Apply anti-slip treatment to surface,MEDIUM,2025-05-05,2025-04-29,COMPLETED,2025-03-11,
9524,465,14722.0,,4004.0,1329,Review and update risk register,MEDIUM,2021-05-10,2021-04-23,COMPLETED,2021-03-18,
9525,465,14724.0,,4007.0,1329,Improve lighting in affected area,HIGH,2022-10-26,2022-10-21,COMPLETED,2022-09-26,
9526,465,14727.0,,4008.0,1329,Remove or trim vegetation creating hazard,MEDIUM,2022-06-15,2022-05-31,COMPLETED,2022-04-23,
9527,465,14727.0,,4008.0,1330,Conduct staff training on updated procedure,HIGH,2022-05-19,,IN_PROGRESS,2022-04-23,
9528,465,14729.0,,4009.0,1328,Conduct staff training on updated procedure,HIGH,2023-09-16,2023-09-05,COMPLETED,2023-08-20,
9529,466,14737.0,4148.0,,1334,Conduct staff training on updated procedure,LOW,2020-06-15,,OVERDUE,2020-03-19,
9530,466,14737.0,4148.0,,1333,Improve lighting in affected area,LOW,2020-06-17,2020-05-14,COMPLETED,2020-03-19,
9531,466,14737.0,4148.0,,1332,Schedule professional inspection,LOW,2020-06-13,,OVERDUE,2020-03-19,
9532,466,14737.0,4148.0,,1332,Improve lighting in affected area,LOW,2020-06-21,2020-06-10,COMPLETED,2020-03-19,
9533,466,14737.0,4148.0,,1331,Engage contractor for specialist repair,CRITICAL,2020-04-03,2020-04-03,COMPLETED,2020-03-19,
9534,466,14745.0,4150.0,,1334,Repair or replace damaged infrastructure,LOW,2021-06-17,2021-05-11,COMPLETED,2021-03-16,
9535,466,14745.0,4150.0,,1334,Apply anti-slip treatment to surface,CRITICAL,2021-03-27,2021-03-26,COMPLETED,2021-03-16,
9536,466,14745.0,4150.0,,1333,Replace worn equipment,LOW,2021-06-11,,OVERDUE,2021-03-16,
9537,466,14745.0,4150.0,,1334,Update emergency procedures documentation,MEDIUM,2021-05-15,2021-05-01,COMPLETED,2021-03-16,
9538,466,14746.0,4151.0,,1334,Conduct staff training on updated procedure,HIGH,2021-10-09,2021-10-09,COMPLETED,2021-09-11,
9539,466,14746.0,4151.0,,1331,Install additional safety signage,MEDIUM,2021-11-14,,IN_PROGRESS,2021-09-11,
9540,466,14750.0,4153.0,,1331,Apply anti-slip treatment to surface,CRITICAL,2022-09-29,2022-09-29,COMPLETED,2022-09-12,
9541,466,14754.0,4155.0,,1333,Remove or trim vegetation creating hazard,MEDIUM,2023-11-17,2023-10-24,COMPLETED,2023-09-18,
9542,466,14757.0,4157.0,,1334,Schedule professional inspection,MEDIUM,2024-11-11,2024-10-13,COMPLETED,2024-09-13,
9543,466,14759.0,4158.0,,1331,Engage contractor for specialist repair,HIGH,2025-04-16,,OVERDUE,2025-03-19,
9544,466,14761.0,,4014.0,1334,Repair or replace damaged infrastructure,MEDIUM,2020-09-10,2020-09-02,COMPLETED,2020-07-08,
9545,466,14764.0,,4016.0,1332,Replace worn equipment,HIGH,2021-08-24,2021-08-11,COMPLETED,2021-07-22,
9546,466,14764.0,,4016.0,1332,Review and update risk register,LOW,2021-10-14,,OVERDUE,2021-07-22,
9547,466,14766.0,,4017.0,1331,Repair or replace damaged infrastructure,MEDIUM,2021-12-16,2021-12-05,COMPLETED,2021-10-19,
9548,466,14766.0,,4017.0,1331,Schedule professional inspection,MEDIUM,2021-12-16,,IN_PROGRESS,2021-10-19,
9549,466,14768.0,,4019.0,1332,Apply anti-slip treatment to surface,MEDIUM,2024-01-17,2023-12-22,COMPLETED,2023-11-17,
9550,466,14768.0,,4019.0,1332,Repair or replace damaged infrastructure,HIGH,2023-12-20,2023-12-13,COMPLETED,2023-11-17,
9551,466,14769.0,,4021.0,1333,Schedule professional inspection,HIGH,2024-03-22,2024-03-10,COMPLETED,2024-02-21,
9552,471,14772.0,4159.0,,1335,Schedule professional inspection,HIGH,2020-04-05,2020-04-03,COMPLETED,2020-03-04,
9553,471,14773.0,4160.0,,1336,Install guard rail or barrier,HIGH,2020-10-09,2020-10-02,COMPLETED,2020-09-03,
9554,471,14773.0,4160.0,,1336,Install additional safety signage,MEDIUM,2020-11-03,2020-10-09,COMPLETED,2020-09-03,
9555,471,14774.0,4162.0,,1336,Install additional safety signage,LOW,2021-12-05,2021-10-29,COMPLETED,2021-09-01,
9556,471,14782.0,4165.0,,1337,Install guard rail or barrier,MEDIUM,2023-05-11,2023-04-23,COMPLETED,2023-03-12,
9557,471,14782.0,4165.0,,1337,Improve lighting in affected area,HIGH,2023-04-16,,OVERDUE,2023-03-12,
9558,471,14782.0,4165.0,,1337,Update emergency procedures documentation,MEDIUM,2023-05-14,2023-04-28,COMPLETED,2023-03-12,
9559,471,14786.0,4168.0,,1335,Update emergency procedures documentation,LOW,2024-12-28,,IN_PROGRESS,2024-09-24,
9560,471,14789.0,,4022.0,1337,Remove or trim vegetation creating hazard,MEDIUM,2020-08-16,2020-07-23,COMPLETED,2020-06-14,
9561,471,14789.0,,4022.0,1336,Update emergency procedures documentation,LOW,2020-09-09,2020-07-31,COMPLETED,2020-06-14,
9562,471,14793.0,,4024.0,1337,Remove or trim vegetation creating hazard,HIGH,2021-06-23,2021-06-23,COMPLETED,2021-05-20,
9563,471,14796.0,,4027.0,1336,Apply anti-slip treatment to surface,MEDIUM,2023-08-27,2023-08-22,COMPLETED,2023-07-05,
9564,471,14798.0,,4028.0,1337,Repair or replace damaged infrastructure,MEDIUM,2023-10-10,2023-09-21,COMPLETED,2023-08-16,
9565,471,14798.0,,4028.0,1337,Replace worn equipment,HIGH,2023-09-19,,OVERDUE,2023-08-16,
9566,471,14801.0,,4032.0,1335,Schedule professional inspection,HIGH,2024-03-01,,IN_PROGRESS,2024-02-05,
9567,472,14805.0,4170.0,,1339,Improve lighting in affected area,LOW,2020-06-11,2020-05-31,COMPLETED,2020-03-09,
9568,472,14805.0,4170.0,,1341,Apply anti-slip treatment to surface,LOW,2020-06-13,,OVERDUE,2020-03-09,
9569,472,14809.0,4172.0,,1340,Review and update risk register,CRITICAL,2021-04-15,2021-04-10,COMPLETED,2021-03-27,
9570,472,14809.0,4172.0,,1338,Review and update risk register,HIGH,2021-04-29,2021-04-29,COMPLETED,2021-03-27,
9571,472,14810.0,4173.0,,1338,Apply anti-slip treatment to surface,MEDIUM,2021-11-15,2021-10-22,COMPLETED,2021-09-15,
9572,472,14821.0,4177.0,,1338,Update emergency procedures documentation,HIGH,2023-10-08,2023-09-29,COMPLETED,2023-09-13,
9573,472,14822.0,4178.0,,1341,Repair or replace damaged infrastructure,LOW,2024-05-27,2024-05-10,COMPLETED,2024-03-05,
9574,472,14822.0,4178.0,,1338,Review and update risk register,LOW,2024-06-05,,IN_PROGRESS,2024-03-05,
9575,472,14826.0,4179.0,,1338,Remove or trim vegetation creating hazard,LOW,2024-12-19,2024-11-13,COMPLETED,2024-09-18,
9576,472,14826.0,4179.0,,1339,Install additional safety signage,HIGH,2024-10-21,,IN_PROGRESS,2024-09-18,
9577,472,14826.0,4179.0,,1338,Install guard rail or barrier,MEDIUM,2024-11-21,2024-11-07,COMPLETED,2024-09-18,
9578,472,14830.0,4180.0,,1340,Remove or trim vegetation creating hazard,HIGH,2025-04-13,,IN_PROGRESS,2025-03-11,
9579,472,14830.0,4180.0,,1338,Install guard rail or barrier,HIGH,2025-04-05,2025-03-28,COMPLETED,2025-03-11,
9580,472,14830.0,4180.0,,1340,Improve lighting in affected area,LOW,2025-06-15,2025-05-05,COMPLETED,2025-03-11,
9581,472,14832.0,,4034.0,1340,Repair or replace damaged infrastructure,HIGH,2020-10-09,2020-10-04,COMPLETED,2020-09-13,
9582,472,14832.0,,4034.0,1338,Update emergency procedures documentation,MEDIUM,2020-11-10,2020-11-05,COMPLETED,2020-09-13,
9583,472,14834.0,,4035.0,1340,Apply anti-slip treatment to surface,CRITICAL,2021-03-12,2021-03-12,COMPLETED,2021-03-01,
9584,472,14834.0,,4035.0,1339,Remove or trim vegetation creating hazard,MEDIUM,2021-04-24,2021-04-02,COMPLETED,2021-03-01,
9585,472,14836.0,,4036.0,1338,Improve lighting in affected area,LOW,2023-01-23,2023-01-23,COMPLETED,2022-10-26,
9586,472,14839.0,,4038.0,1338,Repair or replace damaged infrastructure,MEDIUM,2023-04-14,2023-03-25,COMPLETED,2023-02-19,
9587,472,14842.0,,4039.0,1340,Apply anti-slip treatment to surface,MEDIUM,2023-04-08,,OVERDUE,2023-02-14,
9588,472,14842.0,,4039.0,1341,Apply anti-slip treatment to surface,LOW,2023-05-09,,IN_PROGRESS,2023-02-14,
9589,472,14842.0,,4039.0,1338,Conduct staff training on updated procedure,LOW,2023-05-15,2023-04-06,COMPLETED,2023-02-14,
9590,472,14846.0,,4041.0,1339,Install additional safety signage,HIGH,2024-06-06,2024-05-24,COMPLETED,2024-05-12,
9591,476,14854.0,4183.0,,1345,Replace worn equipment,MEDIUM,2021-05-26,2021-05-25,COMPLETED,2021-03-26,
9592,476,14854.0,4183.0,,1345,Schedule professional inspection,MEDIUM,2021-05-20,2021-05-07,COMPLETED,2021-03-26,
9593,476,14854.0,4183.0,,1343,Apply anti-slip treatment to surface,HIGH,2021-04-18,2021-04-09,COMPLETED,2021-03-26,
9594,476,14854.0,4184.0,,1342,Replace worn equipment,LOW,2021-12-28,,OVERDUE,2021-09-24,
9595,476,14856.0,4186.0,,1342,Install guard rail or barrier,MEDIUM,2022-11-18,,OVERDUE,2022-09-21,
9596,476,14856.0,4186.0,,1343,Conduct staff training on updated procedure,CRITICAL,2022-10-06,2022-09-30,COMPLETED,2022-09-21,
9597,476,14857.0,4187.0,,1342,Improve lighting in affected area,HIGH,2023-04-04,2023-03-28,COMPLETED,2023-03-10,
9598,476,14857.0,4187.0,,1343,Engage contractor for specialist repair,MEDIUM,2023-05-08,2023-04-10,COMPLETED,2023-03-10,
9599,476,14861.0,4188.0,,1343,Schedule professional inspection,HIGH,2023-10-19,2023-10-13,COMPLETED,2023-09-13,
9600,476,14861.0,4188.0,,1345,Improve lighting in affected area,HIGH,2023-10-13,2023-10-06,COMPLETED,2023-09-13,
9601,476,14861.0,4188.0,,1342,Remove or trim vegetation creating hazard,MEDIUM,2023-11-17,,OVERDUE,2023-09-13,
9602,476,14861.0,4188.0,,1343,Replace worn equipment,MEDIUM,2023-11-06,,IN_PROGRESS,2023-09-13,
9603,476,14868.0,4190.0,,1343,Update emergency procedures documentation,HIGH,2024-10-18,2024-10-10,COMPLETED,2024-09-12,
9604,476,14868.0,4190.0,,1342,Review and update risk register,HIGH,2024-10-16,2024-10-15,COMPLETED,2024-09-12,
9605,476,14868.0,4190.0,,1342,Schedule professional inspection,MEDIUM,2024-11-06,,IN_PROGRESS,2024-09-12,
9606,476,14868.0,4190.0,,1344,Conduct staff training on updated procedure,MEDIUM,2024-11-14,,IN_PROGRESS,2024-09-12,
9607,476,14868.0,4191.0,,1343,Review and update risk register,MEDIUM,2025-05-24,2025-05-12,COMPLETED,2025-03-27,
9608,476,14872.0,,4047.0,1342,Apply anti-slip treatment to surface,LOW,2022-06-28,,OVERDUE,2022-04-04,
9609,476,14872.0,,4047.0,1342,Update emergency procedures documentation,CRITICAL,2022-04-11,2022-04-10,COMPLETED,2022-04-04,
9610,476,14872.0,,4047.0,1344,Review and update risk register,MEDIUM,2022-06-02,2022-05-15,COMPLETED,2022-04-04,
9611,476,14880.0,,4050.0,1345,Update emergency procedures documentation,HIGH,2023-06-28,,IN_PROGRESS,2023-05-26,
9612,476,14880.0,,4050.0,1343,Replace worn equipment,CRITICAL,2023-06-12,2023-06-12,COMPLETED,2023-05-26,
9613,476,14884.0,,4053.0,1342,Remove or trim vegetation creating hazard,CRITICAL,2024-09-13,2024-09-13,COMPLETED,2024-09-02,
9614,478,14890.0,4193.0,,1349,Engage contractor for specialist repair,LOW,2020-11-29,2020-11-06,COMPLETED,2020-09-05,
9615,478,14890.0,4193.0,,1349,Schedule professional inspection,CRITICAL,2020-09-25,,OVERDUE,2020-09-05,
9616,478,14891.0,4194.0,,1349,Repair or replace damaged infrastructure,HIGH,2021-04-03,2021-03-24,COMPLETED,2021-03-05,
9617,478,14891.0,4194.0,,1348,Review and update risk register,CRITICAL,2021-03-12,2021-03-06,COMPLETED,2021-03-05,
9618,478,14895.0,4195.0,,1348,Replace worn equipment,CRITICAL,2021-09-27,2021-09-26,COMPLETED,2021-09-15,
9619,478,14895.0,4195.0,,1348,Apply anti-slip treatment to surface,CRITICAL,2021-09-22,2021-09-16,COMPLETED,2021-09-15,
9620,478,14895.0,4195.0,,1349,Remove or trim vegetation creating hazard,HIGH,2021-10-17,2021-10-10,COMPLETED,2021-09-15,
9621,478,14906.0,4199.0,,1347,Repair or replace damaged infrastructure,MEDIUM,2023-11-09,2023-10-23,COMPLETED,2023-09-04,
9622,478,14906.0,4199.0,,1347,Replace worn equipment,MEDIUM,2023-11-05,2023-10-14,COMPLETED,2023-09-04,
9623,478,14908.0,4200.0,,1349,Replace worn equipment,MEDIUM,2024-05-05,2024-04-07,COMPLETED,2024-03-04,
9624,478,14908.0,4200.0,,1349,Conduct staff training on updated procedure,MEDIUM,2024-05-01,2024-04-04,COMPLETED,2024-03-04,
9625,478,14912.0,4201.0,,1348,Review and update risk register,MEDIUM,2024-10-27,2024-10-07,COMPLETED,2024-09-01,
9626,478,14912.0,4201.0,,1347,Apply anti-slip treatment to surface,MEDIUM,2024-10-25,2024-09-28,COMPLETED,2024-09-01,
9627,478,14914.0,4202.0,,1347,Review and update risk register,MEDIUM,2025-05-05,2025-04-07,COMPLETED,2025-03-08,
9628,478,14914.0,4202.0,,1346,Apply anti-slip treatment to surface,HIGH,2025-04-12,2025-04-07,COMPLETED,2025-03-08,
9629,478,14917.0,,4055.0,1349,Update emergency procedures documentation,HIGH,2020-09-17,2020-09-14,COMPLETED,2020-08-18,
9630,478,14920.0,,4058.0,1347,Replace worn equipment,MEDIUM,2021-04-16,2021-03-20,COMPLETED,2021-02-13,
9631,478,14925.0,,4062.0,1346,Remove or trim vegetation creating hazard,HIGH,2024-12-14,2024-12-08,COMPLETED,2024-11-12,
9632,478,14925.0,,4062.0,1348,Engage contractor for specialist repair,MEDIUM,2025-01-04,2024-12-08,COMPLETED,2024-11-12,
9633,478,14927.0,,4063.0,1349,Schedule professional inspection,LOW,2025-06-06,,OVERDUE,2025-03-09,
9634,481,14930.0,4204.0,,1352,Install guard rail or barrier,HIGH,2020-10-09,,OVERDUE,2020-09-04,
9635,481,14930.0,4204.0,,1351,Replace worn equipment,MEDIUM,2020-10-27,,IN_PROGRESS,2020-09-04,
9636,481,14930.0,4204.0,,1351,Repair or replace damaged infrastructure,MEDIUM,2020-11-07,2020-10-13,COMPLETED,2020-09-04,
9637,481,14931.0,4205.0,,1352,Improve lighting in affected area,LOW,2021-06-04,2021-04-23,COMPLETED,2021-03-02,
9638,481,14934.0,4206.0,,1352,Apply anti-slip treatment to surface,HIGH,2021-09-28,2021-09-15,COMPLETED,2021-09-02,
9639,481,14934.0,4206.0,,1351,Review and update risk register,LOW,2021-12-07,2021-11-02,COMPLETED,2021-09-02,
9640,481,14934.0,4206.0,,1351,Review and update risk register,LOW,2021-11-30,,IN_PROGRESS,2021-09-02,
9641,481,14934.0,4206.0,,1350,Install additional safety signage,HIGH,2021-09-29,,IN_PROGRESS,2021-09-02,
9642,481,14935.0,4207.0,,1352,Conduct staff training on updated procedure,MEDIUM,2022-05-09,,IN_PROGRESS,2022-03-12,
9643,481,14935.0,4207.0,,1351,Install additional safety signage,MEDIUM,2022-05-11,2022-05-10,COMPLETED,2022-03-12,
9644,481,14936.0,4208.0,,1350,Schedule professional inspection,LOW,2022-12-15,,OVERDUE,2022-09-16,
9645,481,14936.0,4208.0,,1350,Schedule professional inspection,LOW,2022-12-08,2022-11-15,COMPLETED,2022-09-16,
9646,481,14937.0,4209.0,,1351,Install guard rail or barrier,MEDIUM,2023-05-16,2023-05-10,COMPLETED,2023-03-24,
9647,481,14943.0,4211.0,,1352,Conduct staff training on updated procedure,MEDIUM,2024-05-19,2024-05-11,COMPLETED,2024-03-25,
9648,481,14943.0,4211.0,,1350,Apply anti-slip treatment to surface,MEDIUM,2024-05-20,2024-05-10,COMPLETED,2024-03-25,
9649,481,14943.0,4211.0,,1350,Conduct staff training on updated procedure,CRITICAL,2024-04-07,2024-04-01,COMPLETED,2024-03-25,
9650,481,14947.0,4212.0,,1350,Repair or replace damaged infrastructure,LOW,2024-12-13,2024-12-09,COMPLETED,2024-09-14,
9651,481,14947.0,4212.0,,1352,Review and update risk register,HIGH,2024-10-11,2024-10-07,COMPLETED,2024-09-14,
9652,481,14950.0,4213.0,,1352,Apply anti-slip treatment to surface,LOW,2025-06-17,,IN_PROGRESS,2025-03-25,
9653,481,14950.0,4213.0,,1350,Engage contractor for specialist repair,HIGH,2025-04-29,,OVERDUE,2025-03-25,
9654,481,14953.0,,4065.0,1351,Improve lighting in affected area,HIGH,2021-05-19,2021-05-18,COMPLETED,2021-04-19,
9655,481,14953.0,,4065.0,1351,Update emergency procedures documentation,HIGH,2021-05-22,,OVERDUE,2021-04-19,
9656,481,14953.0,,4065.0,1350,Schedule professional inspection,LOW,2021-07-16,2021-07-04,COMPLETED,2021-04-19,
9657,481,14956.0,,4066.0,1351,Repair or replace damaged infrastructure,MEDIUM,2021-05-12,2021-05-01,COMPLETED,2021-03-11,
9658,482,14962.0,4214.0,,1353,Replace worn equipment,LOW,2020-06-13,2020-05-18,COMPLETED,2020-03-20,
9659,482,14966.0,4215.0,,1353,Engage contractor for specialist repair,LOW,2020-12-07,2020-11-08,COMPLETED,2020-09-06,
9660,482,14966.0,4215.0,,1353,Install additional safety signage,MEDIUM,2020-10-31,2020-10-11,COMPLETED,2020-09-06,
9661,482,14966.0,4215.0,,1353,Conduct staff training on updated procedure,HIGH,2020-10-11,2020-10-06,COMPLETED,2020-09-06,
9662,482,14969.0,4217.0,,1353,Conduct staff training on updated procedure,LOW,2021-12-20,2021-11-23,COMPLETED,2021-09-23,
9663,482,14969.0,4217.0,,1355,Improve lighting in affected area,HIGH,2021-10-21,2021-10-20,COMPLETED,2021-09-23,
9664,482,14969.0,4217.0,,1354,Install guard rail or barrier,MEDIUM,2021-11-21,2021-10-29,COMPLETED,2021-09-23,
9665,482,14975.0,4221.0,,1355,Repair or replace damaged infrastructure,MEDIUM,2023-11-11,,IN_PROGRESS,2023-09-14,
9666,482,14979.0,4224.0,,1353,Apply anti-slip treatment to surface,HIGH,2025-04-22,2025-04-11,COMPLETED,2025-03-22,
9667,482,14979.0,4224.0,,1355,Replace worn equipment,LOW,2025-06-22,,IN_PROGRESS,2025-03-22,
9668,482,14979.0,4224.0,,1355,Improve lighting in affected area,HIGH,2025-04-27,2025-04-16,COMPLETED,2025-03-22,
9669,482,14981.0,,4077.0,1353,Repair or replace damaged infrastructure,LOW,2022-08-14,2022-07-12,COMPLETED,2022-05-15,
