site_id,site_name,street_address,suburb,town_city,postal_code,latitude,longitude,location,region,territorial_authority,education_region,urban_rural,school_type,school_definition,authority,total_roll,equity_index,status
593,Te Uho O Te Nikau Primary School,221 Flat Bush School Road ,Flat Bush,Auckland,2164.0,-36.976126,174.926097,POINT(174.926097 -36.976126),Auckland Region,Howick Local Board Area,Tāmaki Herenga Waka,Major urban area,Contributing,,State,617,393,Open
594,Te Kura Rau Iti,121 Murphys Road ,Flat Bush,Auckland,nan,-36.984807,174.921071,POINT(174.921071 -36.984807),Auckland Region,Howick Local Board Area,Tāmaki Herenga Waka,Major urban area,Contributing,,State,63,448,Open
595,Kauri Flats School,181 Walters Road ,Takanini,Auckland,2110.0,-37.0442,174.949754,POINT(174.949754 -37.0442),Auckland Region,Papakura Local Board Area,Tāmaki Herenga Waka,Major urban area,Full Primary,,State,703,410,Open
600,TKKM o Ngaringaomatariki,34 Oruawharo School Road ,Oruawharo,Wellsford,975.0,-36.272816,174.409953,POINT(174.409953 -36.272816),Northland Region,Kaipara District,Tai Tokerau,Rural other,Composite,,State,93,524,Open
601,Kumeroa School,58 Township Road ,,Kumeroa,4997.0,-40.337633,175.989711,POINT(175.989711 -40.337633),Manawatū-Whanganui Region,Tararua District,Wellington,Rural other,Full Primary,,State,33,461,Open
603,KingsGate School,58 Blake Road  ,Pukekohe West,Auckland,2120.0,-37.220357,174.884558,POINT(174.884558 -37.220357),Auckland Region,Franklin Local Board Area,Tāmaki Herenga Waka,Rural other,Composite,,State : Integrated,286,434,Open
604,Golden Grove School,57 Grey Street ,Onehunga,Auckland,1061.0,-36.918942,174.783874,POINT(174.783874 -36.918942),Auckland Region,Maungakiekie-Tāmaki Local Board Area,Tāmaki Herenga Manawa,Major urban area,Full Primary,,Private : Fully Registered,50,0,Open
605,Wentworth Primary,95 Gulf Harbour Drive ,Gulf Harbour,Whangaparaoa,943.0,-36.614512,174.793868,POINT(174.793868 -36.614512),Auckland Region,Hibiscus and Bays Local Board Area,Tāmaki Herenga Tāngata,Large urban area,Full Primary,,Private : Fully Registered,155,0,Open
607,Big Rock Primary School,2 Bath Street ,,Brighton,9035.0,-45.949295,170.33023,POINT(170.33023 -45.949295),Otago Region,Dunedin City,"Otago, Southland",Small urban area,Full Primary,,State,100,433,Open
608,Ashburton Christian School,119 Albert Street ,Elgin,Ashburton,7740.0,-43.911169,171.77209,POINT(171.77209 -43.911169),Canterbury Region,Ashburton District,"Canterbury, Chatham Islands",Medium urban area,Composite (Year 1-10),,State : Integrated,261,439,Open
612,Henderson - Teen Parent Unit - He Wero o nga Wahine,Henderson Valley Road ,Henderson,Auckland,650.0,-36.883328,174.628297,POINT(174.628297 -36.883328),Auckland Region,Henderson-Massey Local Board Area,Tāmaki Herenga Tāngata,Major urban area,Teen Parent Unit,,State,0,569,Open
614,Amesbury School,48 Amesbury Drive ,Churton Park,Wellington,6037.0,-41.199095,174.802131,POINT(174.802131 -41.199095),Wellington Region,Wellington City,Wellington,Major urban area,Contributing,,State,258,349,Open
615,Rototuna Senior High School,Kimbrae Drive ,Rototuna,Hamilton,3210.0,-37.715977,175.262993,POINT(175.262993 -37.715977),Waikato Region,Hamilton City,Waikato,Major urban area,Secondary (Year 11-15),,State,1031,451,Open
616,Murihiku Young Parents' Learning Centre,Isabella Street ,,Invercargill,9810.0,-46.40668,168.378062,POINT(168.378062 -46.40668),Southland Region,Invercargill City,"Otago, Southland",Large urban area,Teen Parent Unit,,State,0,569,Open
618,Sancta Maria Catholic Primary School,317 Te Irirangi Drive ,Flat Bush,Manukau,2163.0,-36.959994,174.903914,POINT(174.903914 -36.959994),Auckland Region,Howick Local Board Area,Tāmaki Herenga Manawa,Major urban area,Contributing,,State : Integrated,377,367,Open
620,Huanui College,328 Ngunguru Road RD 3 ,Glenbervie,Whangarei,173.0,-35.668291,174.361724,POINT(174.361724 -35.668291),Northland Region,Whangarei District,Tai Tokerau,Rural other,Secondary (Year 7-15),,Private : Fully Registered,358,0,Open
622,Silverstream Christian School,4 - 8 Blue Mountain Road ,Silverstream,Upper Hutt,5142.0,-41.15128,175.014553,POINT(175.014553 -41.15128),Wellington Region,Upper Hutt City,Wellington,Large urban area,Composite,,Private : Fully Registered,29,0,Open
624,Te Karaka Area School,5 Kanakanaia Road ,Te Karaka,Gisborne,4042.0,-38.469047,177.866317,POINT(177.866317 -38.469047),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Rural settlement,Composite,,State,110,545,Open
625,Tamaoho School,36 Taikaranga Street ,,Pukekohe,2120.0,-37.201786,174.883229,POINT(174.883229 -37.201786),Auckland Region,Franklin Local Board Area,Tāmaki Herenga Waka,Medium urban area,Contributing,,State,333,446,Open
628,TKKM o Tuia te Matangi,32 D'Arcy Street ,,Richmond,7046.0,-41.334764,173.190247,POINT(173.190247 -41.334764),Tasman Region,Tasman District,"Nelson, Marlborough, West Coast",Medium urban area,Composite,,State,48,513,Open
630,Te Kura Māori o Ngā Tapuwae,1 Wickman Way ,Mangere,Auckland,2153.0,-36.964239,174.814456,POINT(174.814456 -36.964239),Auckland Region,Māngere-Ōtāhuhu Local Board Area,Tāmaki Herenga Waka,Major urban area,Composite,,State,334,499,Open
631,Kia Aroha Campus,51 Othello Drive ,Otara,Auckland,2023.0,-36.980854,174.892768,POINT(174.892768 -36.980854),Auckland Region,Ōtara-Papatoetoe Local Board Area,Tāmaki Herenga Waka,Major urban area,Composite,,State,319,539,Open
632,Tai Wananga,Ruakura AgResearch Centre ,,Hamilton,3252.0,-37.775345,175.305794,POINT(175.305794 -37.775345),Waikato Region,Hamilton City,Waikato,Major urban area,Secondary (Year 9-15),,State,170,526,Open
633,Kingsview School,14 Yewlett Cresent ,Frankton,Queenstown,9349.0,-45.017714,168.727617,POINT(168.727617 -45.017714),Otago Region,Queenstown-Lakes District,"Otago, Southland",Medium urban area,Full Primary,,State : Integrated,80,403,Open
639,Pa Harakeke Teen Parent Unit,Billah Street ,,Tokoroa,3444.0,-38.225977,175.861546,POINT(175.861546 -38.225977),Waikato Region,South Waikato District,Waikato,Medium urban area,Teen Parent Unit,,State,0,569,Open
641,Te Wharekura o Nga Purapura o Te Aroha,190 Factory Road ,,Te Awamutu,nan,-38.003127,175.315985,POINT(175.315985 -38.003127),Waikato Region,Waipa District,Waikato,Medium urban area,Composite,,State,94,505,Open
647,Bathgate Park School,213 Macandrew Road ,South Dunedin,Dunedin,9012.0,-45.900329,170.492258,POINT(170.492258 -45.900329),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Full Primary,,State,123,510,Open
648,Carisbrook School,217 South Road ,Caversham,Dunedin,9012.0,-45.895389,170.484093,POINT(170.484093 -45.895389),Otago Region,Dunedin City,"Otago, Southland",Major urban area,Full Primary,,State,335,520,Open
651,Te Whata Tau o Putauaki,39-57 Galway Street ,,Kawerau,3127.0,-38.083373,176.706585,POINT(176.706585 -38.083373),Bay of Plenty Region,Kawerau District,"Bay of Plenty, Waiariki",Small urban area,Composite,,State,96,541,Open
654,Rolleston College,631 Springston Rolleston Road ,,Rolleston,7658.0,-43.603517,172.388514,POINT(172.388514 -43.603517),Canterbury Region,Selwyn District,"Canterbury, Chatham Islands",Medium urban area,Secondary (Year 9-15),,State,1968,449,Open
655,Kawerau Putauaki School,87-89 Fenton Mill Road ,,Kawerau,3127.0,-38.089843,176.685504,POINT(176.685504 -38.089843),Bay of Plenty Region,Kawerau District,"Bay of Plenty, Waiariki",Small urban area,Contributing,,State,127,522,Open
658,Murupara Area School,84 Pine Drive ,,Murupara,3062.0,-38.455354,176.703043,POINT(176.703043 -38.455354),Bay of Plenty Region,Whakatane District,"Bay of Plenty, Waiariki",Small urban area,Composite,,State,164,560,Open
660,Kahurangi School,45 Strathmore Avenue ,Strathmore,Wellington,6022.0,-41.328369,174.820902,POINT(174.820902 -41.328369),Wellington Region,Wellington City,Wellington,Major urban area,Full Primary,,State,263,438,Open
661,Tarawera High School,58-122 River Road ,,Kawerau,3169.0,-38.087207,176.709393,POINT(176.709393 -38.087207),Bay of Plenty Region,Kawerau District,"Bay of Plenty, Waiariki",Small urban area,Secondary (Year 7-15),,State,452,545,Open
670,Nelson Teen Parent Unit,111 Haven Road ,,Nelson,7040.0,-41.268127,173.277873,POINT(173.277873 -41.268127),Nelson Region,Nelson City,"Nelson, Marlborough, West Coast",Large urban area,Teen Parent Unit,,State,0,569,Open
671,Waikato Montessori Education Centre,267 Newell Road ,,Hamilton,3241.0,-37.827156,175.340394,POINT(175.340394 -37.827156),Waikato Region,Waikato District,Waikato,Rural other,Full Primary,,Private : Fully Registered,56,0,Open
674,Levin Teen Parent Unit,Bartholomew Road ,,Levin,5540.0,-40.629522,175.296346,POINT(175.296346 -40.629522),Manawatū-Whanganui Region,Horowhenua District,Wellington,Medium urban area,Teen Parent Unit,,State,0,569,Open
683,Ao Tawhiti Unlimited Discovery,5 Mollett St ,Christchurch,Christchurch,8140.0,-43.535939,172.635943,POINT(172.635943 -43.535939),Canterbury Region,Christchurch City,"Canterbury, Chatham Islands",Major urban area,Composite,,State,649,442,Open
684,Te Waka Unua School,476 Ferry Road ,Woolston,Christchurch,8023.0,-43.545671,172.672639,POINT(172.672639 -43.545671),Canterbury Region,Christchurch City,"Canterbury, Chatham Islands",Major urban area,Full Primary,,State,494,509,Open
685,Waitākiri Primary School,170 Burwood Road ,Burwood,Christchurch,8083.0,-43.488844,172.683844,POINT(172.683844 -43.488844),Canterbury Region,Christchurch City,"Canterbury, Chatham Islands",Major urban area,Contributing,,State,539,452,Open
686,Lyttelton Primary School,34 Oxford Street ,,Lyttelton,8841.0,-43.602344,172.723168,POINT(172.723168 -43.602344),Canterbury Region,Christchurch City,"Canterbury, Chatham Islands",Small urban area,Full Primary,,State,130,424,Open
688,Ormiston Primary School,291 Ormiston Road ,Flat Bush,Auckland,2164.0,-36.968315,174.920677,POINT(174.920677 -36.968315),Auckland Region,Howick Local Board Area,Tāmaki Herenga Waka,Major urban area,Contributing,,State,982,379,Open
696,Rāwhiti School,150 Leaver Terrace ,North New Brighton,Christchurch,8083.0,-43.496105,172.717708,POINT(172.717708 -43.496105),Canterbury Region,Christchurch City,"Canterbury, Chatham Islands",Major urban area,Full Primary,,State,520,478,Open
704,Haeata Community Campus,240 Breezes Road ,Wainoni,Christchurch,8643.0,-43.514761,172.696693,POINT(172.696693 -43.514761),Canterbury Region,Christchurch City,"Canterbury, Chatham Islands",Major urban area,Composite,,State,604,545,Open
705,Te Tipu Whenua o Pa Harakeke,151 Flaxmere Avenue ,Flaxmere,Hastings,4120.0,-39.62185,176.788895,POINT(176.788895 -39.62185),Hawke's Bay Region,Hastings District,"Hawke's Bay, Tairāwhiti",Large urban area,Teen Parent Unit,,State,0,569,Open
706,Te Pā o Rākaihautū,7 McLean Street ,Linwood,Christchurch,8013.0,-43.52931,172.672461,POINT(172.672461 -43.52931),Canterbury Region,Christchurch City,"Canterbury, Chatham Islands",Major urban area,Composite,,State,207,517,Open
707,ACG Tauranga,6 Keenan Road ,Pyes Pa,Tauranga,1141.0,-37.771596,176.115653,POINT(176.115653 -37.771596),Bay of Plenty Region,Tauranga City,"Bay of Plenty, Waiariki",Major urban area,Composite,,Private : Fully Registered,411,0,Open
708,Rototuna Junior High School,Kimbrae Drive ,Rototuna,Hamilton,3210.0,-37.716113,175.263497,POINT(175.263497 -37.716113),Waikato Region,Hamilton City,Waikato,Major urban area,Secondary (Year 7-10),,State,1372,428,Open
709,Ormiston Junior College,285 Ormiston Road ,Flat Bush,Auckland,2019.0,-36.967849,174.919678,POINT(174.919678 -36.967849),Auckland Region,Howick Local Board Area,Tāmaki Herenga Waka,Major urban area,Secondary (Year 7-10),,State,1509,424,Open
710,Rolleston Christian School,571-575 Springston Rolleston Road ,,Rolleston,7678.0,-43.608323,172.392912,POINT(172.392912 -43.608323),Canterbury Region,Selwyn District,"Canterbury, Chatham Islands",Medium urban area,Full Primary,,State : Integrated,277,392,Open
712,Te Rōhutu Whio,85 Kate Sheppard Drive ,,Rolleston,7678.0,-43.615521,172.402071,POINT(172.402071 -43.615521),Canterbury Region,Selwyn District,"Canterbury, Chatham Islands",Medium urban area,Full Primary,,State,343,429,Open
717,Whakatane Teen Parent Unit,36 Golf Links Road ,Thornton,Whakatane,3158.0,-37.942698,176.936281,POINT(176.936281 -37.942698),Bay of Plenty Region,Whakatane District,"Bay of Plenty, Waiariki",Medium urban area,Teen Parent Unit,,State,0,569,Open
719,Te Kura Kaupapa Maori o Te Orini ki Ngati Awa,33 Meadow Vale ,Coastlands,Whakatane,3120.0,-37.935029,176.971491,POINT(176.971491 -37.935029),Bay of Plenty Region,Whakatane District,"Bay of Plenty, Waiariki",Medium urban area,Composite,,State,96,517,Open
724,Te Manawa ō Pāpāmoa School,72 Te Okuroa Drive ,Papamoa Beach,Papamoa,3118.0,-37.721212,176.317908,POINT(176.317908 -37.721212),Bay of Plenty Region,Tauranga City,"Bay of Plenty, Waiariki",Major urban area,Contributing,,State,491,443,Open
725,Scott Point School,11 Scott Road ,Hobsonville,Auckland,616.0,-36.802388,174.660507,POINT(174.660507 -36.802388),Auckland Region,Upper Harbour Local Board Area,Tāmaki Herenga Tāngata,Major urban area,Full Primary,,State,895,362,Open
728,Meraki Montessori School,293 Wainui Road ,,Silverdale,992.0,-36.603609,174.660048,POINT(174.660048 -36.603609),Auckland Region,Rodney Local Board Area,Tāmaki Herenga Tāngata,Large urban area,Full Primary,,Private : Fully Registered,56,0,Open
729,Northland College Teen Parent Unit,24 Purdy Street ,,Kaikohe,440.0,-35.408492,173.806693,POINT(173.806693 -35.408492),Northland Region,Far North District,Tai Tokerau,Small urban area,Teen Parent Unit,,State,0,569,Open
730,Porangahau School,58 Keppel Street ,,Porangahau,4291.0,-40.303781,176.617012,POINT(176.617012 -40.303781),Hawke's Bay Region,Central Hawke's Bay District,"Hawke's Bay, Tairāwhiti",Rural settlement,Full Primary,,State,33,483,Open
737,Te Kura Kaupapa Maori o Horouta Wananga,30 Desmond Road ,Te Hapara,Gisborne,4041.0,-38.657548,178.006862,POINT(178.006862 -38.657548),Gisborne Region,Gisborne District,"Hawke's Bay, Tairāwhiti",Large urban area,Composite,,State,178,519,Open
738,St Francis of Assisi Catholic School,370 Innes Road ,Mairehau,Christchurch,8052.0,-43.499792,172.639393,POINT(172.639393 -43.499792),Canterbury Region,Christchurch City,"Canterbury, Chatham Islands",Major urban area,Full Primary,,State : Integrated,466,408,Open
739,Manukura,233 Tennent Drive ,Palmerston North,Palmerston North,4441.0,-40.389659,175.612776,POINT(175.612776 -40.389659),Manawatū-Whanganui Region,Palmerston North City,"Taranaki, Whanganui, Manawatū",Large urban area,Secondary (Year 9-15),,State,191,494,Open
742,Te Kura o Te Whānau-a-Apanui,6870 SHW 35 Te Kaha RD3 ,,Opotiki,3199.0,-37.728925,177.695838,POINT(177.695838 -37.728925),Bay of Plenty Region,Ōpōtiki District,"Bay of Plenty, Waiariki",Rural settlement,Composite,,State,190,542,Open
743,Holy Trinity Catholic Primary School,137 Airfield Road ,Takanini,Auckland,2246.0,-37.036334,174.940735,POINT(174.940735 -37.036334),Auckland Region,Papakura Local Board Area,Tāmaki Herenga Waka,Major urban area,Contributing,,State : Integrated,302,395,Open
746,Te Kura Whakatipu o Kawarau,85 Howden Drive ,,Queenstown,9349.0,-45.067998,168.745336,POINT(168.745336 -45.067998),Otago Region,Queenstown-Lakes District,"Otago, Southland",Medium urban area,Full Primary,,State,546,405,Open
747,Te Kura O Take Kārara,3 Grace Wright Drive ,,Wanaka,9343.0,-44.701996,169.15421,POINT(169.15421 -44.701996),Otago Region,Queenstown-Lakes District,"Otago, Southland",Medium urban area,Contributing,,State,323,405,Open
748,Ngākōroa School,1 Rorotu Ave ,,Karaka,2578.0,-37.10547,174.939358,POINT(174.939358 -37.10547),Auckland Region,Franklin Local Board Area,Tāmaki Herenga Waka,Major urban area,Full Primary,,State,222,466,Open
752,Summit Point School,1 Fred Thomas Drive ,Takapuna,Auckland,622.0,-36.790983,174.762275,POINT(174.762275 -36.790983),Auckland Region,Devonport-Takapuna Local Board Area,Tāmaki Herenga Tāngata,Major urban area,Full Primary,,Private : Fully Registered,36,0,Open
764,Ahutoetoe School,89 Maryvale Road ,,Wainui,nan,-36.615953,174.652689,POINT(174.652689 -36.615953),Auckland Region,Rodney Local Board Area,Tāmaki Herenga Tāngata,Large urban area,Contributing,,State,314,384,Open
767,Nukumea Primary School - Te Kura Tuatahi O Nukumea,"9 Cozier Pl, Orewa ",,Auckland,931.0,-36.578983,174.669796,POINT(174.669796 -36.578983),Auckland Region,Hibiscus and Bays Local Board Area,Tāmaki Herenga Tāngata,Large urban area,Contributing,,State,89,412,Open
774,Matua Ngaru School,47-49 Gilbransen Road ,,Kumeu,810.0,-36.767615,174.531646,POINT(174.531646 -36.767615),Auckland Region,Rodney Local Board Area,Tāmaki Herenga Tāngata,Small urban area,Full Primary,,State,552,399,Open
779,Fossil Bay School,58 Korora Road ,Oneroa,Waiheke Island,1840.0,-36.773783,175.006245,POINT(175.006245 -36.773783),Auckland Region,Waiheke Local Board Area,Tāmaki Herenga Manawa,Small urban area,Full Primary,,Private : Fully Registered,16,0,Open
780,Te Ao Mārama School,Cnr Borman Road and Hare Puke Drive ,Flagstaff-Hamilton,Hamilton,3210.0,-37.720396,175.239699,POINT(175.239699 -37.720396),Waikato Region,Hamilton City,Waikato,Major urban area,Contributing,,State,470,390,Open
781,Jireh Christian School,63 St Georges Road ,Avondale,Auckland,nan,-36.902175,174.695235,POINT(174.695235 -36.902175),Auckland Region,Whau Local Board Area,Tāmaki Herenga Manawa,Major urban area,Full Primary,,State : Integrated,284,387,Open
